126,still,adv. 更；仍然；静止地
127,try,vt. 试验；审判；考验；试图，努力
128,in,prep. 在…之内；从事于；按照（表示方式）
129,as,conj. 因为；依照；当…时；随着；虽然
130,last,n. 末尾，最后；上个；鞋楦（做鞋的模型）
131,ask,vt. 问，询问；邀请；要求；需要；讨价
132,need,n. 需要，要求；必要之物；缺乏
133,too,adv. 也；太；非常；还；过度；很
134,feel,vt. 感觉；试探；触摸；认为
135,three,n. 三，三个
136,when,conj. 既然；当…时；考虑到
137,state,n. 情形；国家；州
138,never,adv. 决不；从未
139,become,vi. 变成；变得；成为
140,between,prep. 在…之间
141,high,adj. 高的；高级的；高音调的；崇高的
142,really,adv. 实际上，事实上；真正地，真实地；真的吗？（表语气）
143,something,pron. 某事；某物
144,most,adv. 最；最多；非常，极其；几乎
145,another,adj. 另外的；不同的；又一，另一
146,much,adv. 非常，很
147,family,n. 家庭；家族；家属；亲属；子女；僚属
148,own,vt. 拥有；承认
149,out,adv. 在外；出现；出声地；不流行地；出局
150,leave,vt. 离开；留下；委托；遗忘
151,put,vt. 放；表达；移动；安置；赋予
152,old,adj. 年老的；陈旧的，古老的
153,while,conj. 当……的时候；虽然；然而
154,mean,adj. 低劣的；平均的；卑鄙的
155,on,adv. 向前地；继续着；作用中，行动中
156,keep,vt. 保持；遵守；经营；饲养
157,student,n. 学生；学者
158,why,int. 哎呀！什么？
159,let,vt. 允许，让；出租；假设；妨碍
160,great,adj. 伟大的，重大的；极好的，好的；主要的
161,same,adj. 相同的；同一的；无变化的；上述的（通常与the连用）
162,big,adj. 大的；重要的；量大的
163,group,n. 组；团体
164,begin,vt. 开始
165,seem,vi. 似乎；像是；装作
166,country,n. 国家；故乡
167,help,vt. 帮助；治疗；促进；补救
168,talk,vt. 说；谈话；讨论
169,where,adv. 在哪里
170,turn,vt. 转动，使旋转；转弯；兑换；翻过来
171,problem,n. 难题；引起麻烦的人
172,every,adj. 每一的，每个的；每隔…的
173,start,vt. 开始；启动
174,hand,n. 手，手艺；指针；插手；帮助
175,might,n. 力量；势力；威力
176,American,n. 美国人
177,show,vt. 显示；演出；展出；说明
178,part,n. 部分；角色；零件
179,about,prep. 关于；大约
180,against,prep. 反对，违反；靠；倚；防备
181,place,n. 地方；住所；座位
182,over,adv. 结束；越过；从头到尾
183,such,adj. 这样的，如此的
184,again,adv. 再一次；又，此外
185,few,adj. 很少的；几乎没有的
186,case,n. 情况；实例；箱
187,most,adv. 最；最多；非常，极其；几乎
188,week,n. 周，星期
189,company,n. 公司；陪伴，同伴；连队
190,where,adv. 在哪里
191,system,n. 系统；制度，体制；方法
192,each,adj. 每；各自的
193,right,adj. 正确的；右方的；直接的
194,program,n. 程序；计划；大纲
195,hear,vt. 审理；听说；听到，听
196,so,adv. 如此，这么；确是如此
197,question,n. 问题，疑问；询问；疑问句
198,during,prep. 在…的时候，在…的期间
199,work,n. 工作；职业；产品；行为；文学、音乐或艺术作品；工厂；操作；[物]功
200,play,vt. 演奏；播放；游戏；扮演；同…比赛
201,government,n. 政府；管辖；政体
202,run,vi. 奔跑；运转；经营
203,small,adj. 少的，小的；不重要的；几乎没有的；微弱的；幼小的
204,number,n. 号码；数字；数；算术；（杂志等的）期
205,off,prep. 离开；脱落
206,always,adv. 总是；永远，一直；常常
207,move,n. 迁居；步骤；移动
208,like,vt. 喜欢；愿意；想
209,night,n. 夜晚，晚上；黑暗，黑夜
210,live,adj. 活的；实况转播的；精力充沛的；生动的
211,Mr,abbr. 先生（Mister）
212,point,n. 要点；尖端；得分；标点
213,believe,vi. 信任；料想；笃信宗教
214,hold,vt. 持有；保存；拥有；拘留；约束或控制
215,today,adv. 今天；现今
216,bring,vt. 带来；引起；促使；使某人处于某种情况或境地
217,happen,vi. 发生；碰巧；偶然遇到
218,next,adv. 其次；然后；下次
219,without,prep. 没有；在…外面；超过
220,before,prep. 在…之前，先于
221,large,adj. 大的；广博的；多数的
222,all,adj. 全部的
223,million,n. 百万；无数
224,must,aux. 必须，一定；很可能；可以，应当
225,home,n. 家，住宅；家乡；产地；避难所
226,under,prep. 低于，少于；在...之下
227,water,n. 水；雨水；海水；海域，大片的水
228,room,n. 房间；空间；机会；余地
229,write,vi. 写，写字；写作，作曲；写信
230,mother,n. 母亲；大娘；女修道院院长
231,area,n. 面积；区域，地区；范围
232,national,adj. 国家的；国民的；民族的；国立的
233,money,n. 钱；货币；财富
234,story,n. 故事；来历；新闻报道；小说；[口]假话
235,young,adj. 年轻的；初期的；没有经验的
236,fact,n. 事实；实际；真相
237,month,n. 月，一个月的时间
238,different,adj. 不同的；个别的，与众不同的
239,lot,n. 抽签；命运；一堆；一块地；份额
240,right,adj. 正确的；右方的；直接的
241,study,n. 学习，研究；学问；课题；书房
242,book,n. 书籍；帐簿；卷；名册；工作簿
243,eye,n. 眼睛；视力；见解，观点；眼光
244,job,n. 工作；职业
245,word,n. 单词；话语；消息；诺言；命令
246,though,adv. 可是，虽然；然而；不过
247,business,n. 商业；生意；交易；事情
248,issue,n. 流出；发行物；问题；期号
249,side,n. 方面；侧面；旁边
250,kind,n. 种类；性质
251,four,num. 四；四个
252,head,n. 头；上端；最前的部分；头痛；理解力
253,far,adv. 很；到很远的距离；遥远地；到很深的程度；久远地
254,black,adj. 黑色的；黑人的；邪恶的
255,long,n. 长时间；长音节
256,both,adj. 两者的；两个的
257,little,adj. 小的；短暂的；很少的；小巧可爱的
258,house,n. 住宅；家庭；某种用途的建筑物；机构；议会
259,yes,adv. 是
260,after,adv. 后来，以后
261,since,conj. 既然；因为；由于；自…以来；自…以后
262,long,n. 长时间；长音节
263,provide,vt. 规定；提供；准备；装备
264,service,n. 服务，服侍；服役；仪式
265,around,adv. 到处；大约；在附近
266,friend,n. 朋友；赞助者；助手
267,important,adj. 重要的，重大的；有地位的；有权力的
268,father,n. 父亲，爸爸；神父；祖先；前辈
269,sit,vi. 坐；位于
270,away,adv. 离去，离开；在远处
271,until,conj. 在…以前；直到…时
272,power,n. 能力；力量；功率；幂；势力；政权
273,hour,n. 小时；钟头；课时；…点钟
274,game,n. 游戏；比赛
275,often,adv. 常常，时常
276,yet,adv. 还；但是；已经
277,line,n. 绳；排；路线，航线
278,political,adj. 政治的；党派的
279,end,n. 结束；末端；目标；死亡；尽头
280,among,prep. 在…中间；在…之中
281,ever,adv. 曾经；究竟；永远
282,stand,vi. 位于；站立；停滞
283,bad,adj. 坏的；严重的；劣质的
284,lose,vt. 使沉溺于；浪费；遗失；使迷路；错过
285,however,adv. 无论如何；不管怎样
286,member,n. 成员；会员；议员
287,pay,vt. 支付，付；偿还，补偿
288,law,n. 法律；法学；诉讼；法治；司法界；规律
289,meet,vt. 遇见；满足；对付
290,car,n. 汽车；车厢
291,city,n. 城市，都市
292,almost,adv. 差不多，几乎
293,include,vt. 包含，包括
294,continue,vi. 仍旧，连续；继续，延续
295,set,n. 集合；一套；布景；装置；趋势
296,later,adv. 随后；稍后；后来
297,community,n. 社区；团体；共同体；群落
298,much,adv. 非常，很
299,name,n. 名称，名字；姓名；名誉
300,five,n. 五，五个；[口]五美元钞票
301,once,adv. 一次；曾经
302,white,adj. 白色的；白种的；纯洁的
303,least,adj. 最小的；最少的（little的最高级）
304,president,n. 总统；校长；董事长
305,learn,vt. 学习；认识到；得知
306,real,adj. 真实的；实在的；实际的
307,change,vt. 改变；交换
308,team,n. 队；组
309,minute,n. 片刻，一会儿；分，分钟；备忘录，笔记；会议记录
310,best,n. 最好的人，最好的事物；最佳状态
311,several,adj. 几个的；各自的
312,idea,n. 主意；概念；想法
313,kid,n. 小孩；小山羊
314,body,n. 身体；主体；团体；主要部分；大量
315,information,n. 信息，资料；通知；情报；知识
316,nothing,neg. 没什么；毫不
317,ago,adv. 以前，以往
318,right,adj. 正确的；右方的；直接的
319,lead,n. 铅；领导；导线；榜样；石墨
320,social,adj. 社会的，社交的；群居的
321,understand,vt. 懂；理解；获悉；推断；省略
322,whether,conj. 是否；不论
323,back,n. 背部；后面；靠背；足球等的后卫；书报等的末尾
324,watch,vt. 注视；观察；看守；警戒
325,together,adv. 一起；总共；同时；连续地；相互
326,follow,vt. 跟随；追求；遵循；密切注意
327,around,adv. 到处；大约；在附近
328,parent,n. 父母亲；父亲（或母亲）；根源
329,only,adv. 只，仅仅；不料
330,stop,vt. 堵塞；停止；断绝
331,face,n. 脸；面容；表面；面子；威信；外观
332,anything,pron. 任何事
333,create,vt. 造成；创造，创作
334,public,adj. 公用的；公众的；公立的；政府的
335,already,adv. 已经，早已；先前
336,speak,vi. 说话；演讲；陈述；表明
337,others,pron. 其他人
338,read,vt. 阅读；读懂，理解
339,level,n. 水平；水平面；标准
340,allow,vt. 允许；认可；给予
341,add,vi. 加；增加；加起来；做加法
342,office,n. 办公室；营业处；官职；政府机关
343,spend,vt. 花费；度过，消磨（时光）；用尽；浪费
344,door,n. 门；家，户；门口；通道
345,health,n. 健康；兴旺；卫生；保健
346,person,n. 人；[语法]人称；身体；容貌，外表
347,art,n. 艺术；美术；艺术品
348,sure,adj. 可靠的；必定的；确信的
349,such,adj. 这样的，如此的
350,war,n. 战争，斗争；冲突，对抗，竞争；军事，战术
351,history,n. 历史，历史学；历史记录；来历
352,party,n. 聚会，派对；政党，党派；[律]当事人
353,within,prep. 在…之内
354,grow,vi. 生长；发展；渐渐变得…
355,result,n. 结果；成绩；答案；比赛结果
356,open,adj. 营业着的；敞开的；空旷的；公开的；坦率的
357,change,vt. 改变；交换
358,morning,n. 早晨；[诗]初期；黎明
359,walk,n. 步行，走；散步
360,reason,n. 理由；理性；动机
361,low,adj. 低的，浅的；粗俗的；卑贱的；消沉的
362,win,vt. 赢得；在…中获胜；劝诱
363,research,n. 研究；调查
364,girl,n. 女孩，姑娘；女儿；女朋友
365,guy,n. 男人，家伙
366,early,adj. 早期的；早熟的
367,food,n. 食物；养料
368,before,prep. 在…之前，先于
369,moment,n. 瞬间；重要时刻；指定时刻；重要，契机
370,himself,pron. 他自己；他亲自，他本人
371,air,n. 空气，大气；曲调；天空；样子
372,teacher,n. 教师；导师
373,force,n. 力量；武力；魄力；军队
374,offer,vt. 提供；试图；出价
375,enough,adv. 足够地，充足地
376,both,adj. 两者的；两个的
377,education,n. 教育；教育学；培养
378,across,prep. 穿过；横穿
379,although,conj. 虽然，尽管
380,remember,vt. 记得；牢记；纪念；代…问好
381,foot,n. 脚；英尺；末尾；步调
382,second,n. 秒；瞬间；二等品；第二名
383,boy,n. 男孩；[美口]男人
384,maybe,adv. 大概；也许；可能
385,toward,prep. 向；对于；为了；接近
386,able,adj. 能干的；有能力的；能
387,age,n. 年龄；时代；阶段；寿命，使用年限
388,off,prep. 离开；脱落
389,policy,n. 政策，方针；保险单
390,everything,pron. 每件事物；一切事物
391,love,n. 恋爱；酷爱；亲爱的；喜爱的事物
392,process,vt. 处理；加工
393,music,n. 音乐，乐曲
394,including,prep. 包含，包括
395,consider,vt. 认为；考虑；细想；考虑到
396,appear,vi. 出现；似乎；显得；[法]出庭
397,actually,adv. 实际上；事实上
398,buy,vt. 购买；获得；贿赂
399,probably,adv. 大概；或许；很可能
400,human,adj. 人的；人类的
401,wait,vt. 等候；推迟；延缓
402,serve,vt. 招待，供应；为…服务；对…有用；可作…用
403,market,n. 集市；市场；商店；销路；股票市场；行情；市面
404,die,vi. 死亡；凋零；熄灭
405,send,vt. 发送，寄；派遣；发射；使进入
406,expect,vt. 预料；期望；指望；[口]认为
407,home,n. 家，住宅；家乡；产地；避难所
408,sense,n. 感觉，官能；观念；理智；道理
409,build,vt. 建筑；建立
410,stay,vi. 停留；暂住；停下；坚持
411,fall,vi. 落下；变成；来临；减弱
412,oh,int. 哦；哎呀（表示惊讶或恐惧等）
413,nation,n. 国家；民族；国民
414,plan,n. 平面图；计划
415,cut,n. 伤口；切口；削减；（服装等的）式样；[体育]削球；切入；vt. 切割；削减；缩短；刺痛；vi. 切割；相交；切牌；停拍；不出席；adj. 割下的；雕过的；缩减的
416,college,n. 学院；学会；大学
417,interest,n. 兴趣，爱好；利息；趣味；同行
418,death,n. 死；死亡；死神；毁灭
419,course,n. 进程；过程；道路；一道菜
420,someone,pron. 有人，某人
421,experience,n. 经验；经历；体验
422,behind,prep. 支持；落后于；晚于
423,reach,vi. 达到；延伸；传开；伸出手
424,local,n. 当地居民；本地新闻；局部
425,kill,vt. 杀死；扼杀；使终止；抵消
426,six,num. 六，六个
427,remain,vi. 保持；依然；留下；剩余；逗留；残存
428,effect,n. 效果；作用；影响
429,use,n. 使用；用途；发挥
430,yeah,adv. [口]是
431,suggest,vt. 提议，建议；启发；使人想起
432,class,n. 班级；阶级；种类
433,control,n. 控制；管理；抑制；操纵装置
434,raise,vt. 提高；筹集；养育；升起
435,care,n. 照料；忧虑；关怀；谨慎
436,perhaps,adv. 也许；可能
437,little,adj. 小的；短暂的；很少的；小巧可爱的
438,late,adj. 迟的；晚的；已故的；最近的
439,hard,adj. 困难的；硬的；猛烈的；确实的；努力的；辛苦的；冷酷无情的；严厉的
440,field,n. 领域；牧场；旷野；战场；运动场
441,else,adv. 另外；其他；否则
442,pass,n. 及格；经过；护照；途径；[体]传球；vi. 经过；传递；变化；终止；vt. 通过；经过；传递
443,former,adj. 从前的，前者的；前任的
444,sell,vt. 销售；出卖；推销；欺骗
445,major,adj. 主要的；主修的；重要的；较多的
446,sometimes,adv. 有时，间或
447,require,vt. 要求；需要；命令
448,along,adv. 向前；一起；来到
449,development,n. 发展；开发；显影；发育；住宅小区（专指由同一开发商开发的）
450,themselves,pron. 他们自己；他们亲自
451,report,n. 报告；报道；成绩单
452,role,n. 角色；任务
453,better,n. 较好者；打赌的人（等于bettor）；长辈
454,economic,adj. 经济的，经济上的；经济学的
455,effort,n. 成就；努力
456,up,adv. 向上；上涨；起来
457,decide,vt. 决定；判决；解决
458,rate,n. 比率，率；速度；等级；价格
459,strong,adj. 强壮的；擅长的；坚强的；牢固的
460,possible,adj. 可能的；合理的；合适的
461,heart,n. 心脏；要点；感情；勇气；心形
462,drug,n. 毒品；药；滞销货；麻醉药
463,show,vt. 显示；演出；展出；说明
464,leader,n. 领导者；首领；指挥者
465,light,n. 光，光亮；灯
466,voice,n. 声音；愿望；嗓音；发言权
467,wife,n. 妻子，已婚妇女；夫人
468,whole,adj. 完整的；纯粹的
469,police,n. 警察，警方；治安
470,mind,n. 智力；理智，精神；意见；记忆力
471,finally,adv. 终于；最后；决定性地
472,pull,vt. 拉；拖；拔
473,return,vt. 返回；报答；n. 返回；归还；回球；vi. 返回；报答；adj. 报答的；回程的；返回的
474,free,adj. 自由的，不受约束的；免费的；游离的
475,military,adj. 军事的；军人的；适于战争的
476,price,n. 价格；代价；价值
477,report,n. 报告；报道；成绩单
478,less,adv. 较少地；较小地；更小地
479,according,adj. 相符的
480,decision,n. 决定，决心；决议
481,explain,v. 说明；解释
482,son,n. 儿子；男性后裔；孩子（对年轻人的称呼）
483,hope,n. 希望；信心；期望
484,even,adj. 偶数的；相等的；平坦的
485,develop,vt. 开发；使成长；进步；使显影
486,view,n. 风景；意见；视野；观察
487,relationship,n. 关联；关系
488,carry,vt. 拿，扛；搬运；携带；支持
489,town,n. 城镇，市镇；市内商业区
490,road,n. 道路；公路，马路；手段
491,drive,vi. 开车；猛击；飞跑
492,arm,n. 手臂；袖子；武器；装备
493,TRUE,adj. 真实的；正确的
494,federal,adj. 联邦的；同盟的
495,break,n. 休息，中断；破裂处
496,better,n. 较好者；打赌的人（等于bettor）；长辈
497,difference,n. 差异；不同；争执
498,thank,vt. 感谢
499,receive,vt. 收到；接待；接纳
500,value,n. 价值；价格；重要性；值；确切涵义
501,international,n. 国际比赛；国际性组织
502,building,n. 建筑；建筑物
503,action,n. 行动；活动；功能；情节；战斗
504,full,adj. 完全的，完整的；满的，充满的；丰满的；丰富的；详尽的；完美的
505,model,n. 模型；模范；模特儿；典型；样式
506,join,vt. 参加；连接；结合
507,season,n. 时期；季节；赛季；vt. 给…调味；使适应；vi. 变得成熟；变干燥
508,society,n. 社会；社交界；交往；社团
509,because,conj. 因为
510,tax,vt. 向…课税；使负重担
511,director,n. 人事助理；导演；主任，主管
512,early,adj. 早期的；早熟的
513,position,n. 位置，方位；职位，工作；姿态；站位；vt. 安置；把……放在适当位置
514,player,n. 演员；演奏者，表演者；运动员，比赛者；游戏者，做游戏的人
515,agree,vt. 同意；赞成；承认
516,especially,adv. 特别；尤其；格外
517,record,vt. 记录，记载；将...录音；标明
518,pick,vi. 挑选；采摘；挖；vt. 拾取；精选；采摘；掘；n. 选择；鹤嘴锄；挖；[篮球]掩护
519,wear,vt. 穿着，戴；磨损
520,paper,n. 纸；文件；报纸；论文
521,special,n. 专车；特刊；特价商品；特色菜；特使，特派人员
522,space,n. 空间；距离；太空
523,ground,n. 地面；土地；范围；战场
524,form,n. 形式，形状；形态，外形；表格；方式
525,support,vt. 支持，支撑，支援；赡养，供养；扶持，帮助
526,event,n. 事件，大事；结果；项目
527,official,adj. 正式的；官方的；公务的
528,whose,pron. 谁的（疑问代词）
529,matter,n. 物质；事件；原因
530,everyone,pron. 人人；每个人
531,center,n. 中心，中央；中心点；中锋
532,couple,n. 数个；对；夫妇
533,site,n. 地点；场所；位置
534,end,n. 结束；末端；目标；死亡；尽头
535,project,vi. 设计；表达；计划；投射
536,hit,vt. 袭击；碰撞；打击；偶然发现；伤…的感情
537,base,n. 底部；垒；基础
538,activity,n. 活动；活跃；行动
539,star,n. 星，恒星；明星；星形物
540,table,n. 桌子；表格；平地层
541,need,n. 需要，要求；必要之物；缺乏
542,court,n. 法院；朝廷；球场；奉承
543,produce,vt. 生产；引起；创作
544,eat,vt. 吃，喝；腐蚀；烦扰
545,American,n. 美国人
546,teach,vt. 教；教授；教导
547,oil,n. 油；石油；油画颜料
548,half,n. 一半；半场；半学年
549,situation,n. 位置；形势；情况；处境
550,easy,adj. 容易的；舒适的
551,cost,vt. 花费；使付出；使花许多钱
552,industry,n. 工业；产业；勤勉
553,figure,n. 图形；数字；（人的）体形；人物；画像；价格
554,face,n. 脸；面容；表面；面子；威信；外观
555,street,n. 街道
556,image,n. 影像；肖像；想象；偶像
557,itself,pron. 它本身；它自己
558,phone,n. 电话；耳机，听筒
559,either,adj. 两者之中任一的；两者之中每一的
560,data,n. 资料；数据（datum的复数）
561,cover,vt. 包括；涉及；采访，报导
562,quite,adv. 很；相当；完全
563,picture,n. 照片，图画；景色；影片；化身
564,clear,adj. 清楚的；清澈的；晴朗的；无罪的
565,practice,n. 练习；实践；惯例
566,piece,n. 件；篇；块；硬币
567,land,n. 陆地；地面；国土
568,recent,adj. 最近的；近代的
569,describe,vt. 描述，形容；描绘
570,product,n. 产品；结果；作品；乘积
571,doctor,n. 医生；博士
572,wall,n. 墙壁，围墙；似墙之物
573,patient,adj. 有耐性的，能容忍的
574,worker,n. 工人；劳动者；职蚁
575,news,n. 新闻，消息；新闻报导
576,test,n. 检验；试验
577,movie,n. 电影；电影院；电影业
578,certain,adj. 某一；确信；无疑的；有把握的；必然的
579,north,n. 北，北方
580,love,n. 恋爱；酷爱；亲爱的；喜爱的事物
581,personal,adj. 个人的；身体的；亲自的
582,open,adj. 营业着的；敞开的；空旷的；公开的；坦率的
583,support,vt. 支持，支撑，支援；赡养，供养；扶持，帮助
584,simply,adv. 简单地；朴素地；简直；仅仅；坦白地
585,third,num. 第三；三分之一
586,technology,n. 工艺；术语；技术
587,catch,vt. 赶上；抓住；感染；了解
588,step,n. 步，脚步；步伐；步骤；梯级
589,baby,n. 婴儿，婴孩；孩子气的人
590,computer,n. 电脑；计算机；电子计算机
591,type,n. 类型，品种；样式；模范
592,attention,n. 注意力；关心；立正！（口令）
593,draw,vt. 画；拉；吸引
594,film,n. 胶卷；电影；薄膜；轻烟
595,Republican,adj. 共和国的；共和政体的；共和主义的；拥护共和政体的
596,tree,n. 树；树状物；木料
597,source,n. 来源；原始资料；水源
598,red,n. 红色，红颜料；赤字
599,nearly,adv. 差不多，几乎；密切地
600,organization,n. 组织；机构；团体；体制
601,choose,vt. 选择，决定
602,cause,n. 原因；事业；目标
603,hair,n. 头发；毛发；些微
604,look,vt. 看；期待；注意；面向；看上去像
605,point,n. 要点；尖端；得分；标点
606,century,n. 世纪，百年；（板球）一百分
607,evidence,n. 证据，证明；迹象；明显
608,window,n. 窗；窗口；窗户
609,difficult,adj. 困难的；不随和的；执拗的
610,listen,vi. 听，倾听；听从，听信
611,soon,adv. 快；立刻；不久，一会儿；宁愿
612,culture,n. 文化，文明；修养；栽培
613,billion,n. 十亿；大量
614,chance,n. 可能性；机会，际遇；运气，侥幸
615,brother,n. 兄弟；战友；同事
616,energy,n. 精力；能量；活力；精神
617,period,n. 周期，期间；时期；课时；月经
618,course,n. 进程；过程；道路；一道菜
619,summer,n. 夏季；全盛时期
620,less,adv. 较少地；较小地；更小地
621,realize,vt. 实现；了解；将某物卖得；认识到
622,hundred,n. 一百；许多
623,available,adj. 可利用的；有效的，可得的；空闲的
624,plant,n. 工厂，车间；植物；庄稼；设备
625,likely,adj. 很可能的；合适的；有希望的
626,opportunity,n. 时机，机会
627,term,n. 学期；术语；条款；期限
628,short,adj. 短的；不足的；急速的；唐突的
629,letter,n. 字母，文字；信；字面意义；证书；文学，学问
630,condition,n. 条件；情况；环境；身分
631,choice,n. 选择；选择权；精选品
632,place,n. 地方；住所；座位
633,single,adj. 单一的；单身的；单程的
634,rule,vi. 统治；裁定；管辖
635,daughter,n. 女儿；子代
636,administration,n. 管理；行政；行政机构；实施
637,south,n. 南方，南边；南部
638,husband,vt. 节约地使用（或管理）
639,Congress,n. 国会；会议；代表大会；社交
640,floor,n. 地板，地面；楼层；基底；议员席
641,campaign,vi. 作战；参加活动；参加竞选
642,material,adj. 物质的，实质性的；重要的；肉体的
643,population,n. 人口；种群，群体；全体居民
644,well,adv. 满意地；适当地；很好地；充分地
645,call,vi. 呼叫；拜访；叫牌
646,economy,n. 节约；经济；理财
647,medical,adj. 医学的；内科的；药的
648,hospital,n. 医院
649,church,n. 教堂；礼拜；教派
650,close,adj. 亲密的；亲近的；紧密的
651,thousand,n. 一千；一千个；许许多多
652,risk,n. 危险；风险；冒险
653,current,adj. 现在的；最近的；草写的；流通的，通用的
654,fire,n. 火；火灾；炉火；热情；炮火；激情；磨难
655,future,n. 未来；期货；前途；将来时
656,wrong,adv. 错误地；邪恶的，不正当地
657,involve,vt. 包含；牵涉；使陷于；潜心于
658,defense,n. 防卫，防护；防御措施；防守；vt. 谋划抵御
659,anyone,pron. 任何人；任何一个
660,increase,n. 增加，增长；提高
661,security,n. 安全；抵押品；证券；保证
662,bank,n. 银行；岸；储库；浅滩
